    0.0100000      1.70938     0.292338
    0.0101394      2.01958     0.585365
    0.0102807      2.34471      1.24174
    0.0104240      2.12950      2.83103
    0.0105693     0.516205      2.93045
    0.0107167    -0.157236      2.19545
    0.0108661    -0.299773      1.58689
    0.0110175    -0.230663      1.26644
    0.0111711   -0.0760231      1.15916
    0.0113268   -0.0290238      1.11537
    0.0114847   -0.0357959      1.10732
    0.0116448   -0.0881821      1.08851
    0.0118071    -0.132896      1.02516
    0.0119717    -0.150787     0.943832
    0.0121386    -0.143201     0.877751
    0.0123078    -0.111521     0.827590
    0.0124794   -0.0852560     0.810304
    0.0126533   -0.0464080     0.808213
    0.0128297   -0.0523643     0.856466
    0.0130085    -0.101126     0.885732
    0.0131899    -0.162185     0.851659
    0.0133737    -0.337333     0.827169
    0.0135601    -0.380627     0.765520
    0.0137492    -0.373497     0.696439
    0.0139408    -0.434220     0.614780
    0.0141352    -0.152117     0.605108
    0.0143322    -0.104864     0.649774
    0.0145320   -0.0471569     0.707940
    0.0147345    -0.102746     0.713511
    0.0149399    -0.126802     0.700746
    0.0151482    -0.169459     0.672953
    0.0153593    -0.199836     0.641403
    0.0155734    -0.223510     0.584210
    0.0157905    -0.226823     0.531798
    0.0160106    -0.223321     0.487190
    0.0162338    -0.210804     0.441685
    0.0164601    -0.185268     0.404143
    0.0166896    -0.151246     0.381325
    0.0169222    -0.136994     0.371923
    0.0171581    -0.125685     0.361779
    0.0173973    -0.113070     0.343425
    0.0176398   -0.0848685     0.334237
    0.0178857   -0.0683508     0.344463
    0.0181350    -0.101743     0.355147
    0.0183878   -0.0482207     0.352362
    0.0186441   -0.0382295     0.355675
    0.0189040   -0.0206419     0.368244
    0.0191675   -0.0129921     0.382041
    0.0194347  -0.00868865     0.397928
    0.0197056  -0.00587471     0.418818
    0.0199803   -0.0111272     0.446251
    0.0202588   -0.0272708     0.476848
    0.0205412   -0.0625795     0.501939
    0.0208275    -0.107305     0.511889
    0.0211178    -0.153757     0.513895
    0.0214122    -0.213519     0.499052
    0.0217107    -0.264272     0.466399
    0.0220133    -0.302377     0.415714
    0.0223202    -0.324003     0.360477
    0.0226313    -0.328068     0.307105
    0.0229468    -0.325423     0.256268
    0.0232666    -0.313931     0.204754
    0.0235910    -0.264905     0.147715
    0.0239198    -0.222647     0.113909
    0.0242532    -0.136346     0.130594
    0.0245913   -0.0941985     0.177227
    0.0249341   -0.0996639     0.220233
    0.0252817    -0.113699     0.218438
    0.0256341    -0.119139     0.213869
    0.0259914    -0.120880     0.209331
    0.0263537    -0.121040     0.204823
    0.0267211    -0.120372     0.200348
    0.0270935    -0.119181     0.195904
    0.0274712    -0.117580     0.191494
    0.0278541    -0.115490     0.187120
    0.0282424    -0.112185     0.182782
    0.0286361    -0.110230     0.185037
    0.0290353    -0.111490     0.180998
    0.0294400    -0.111287     0.176989
    0.0298504    -0.110755     0.173011
    0.0302665    -0.110066     0.169066
    0.0306884    -0.109286     0.165156
    0.0311162    -0.108445     0.161282
    0.0315499    -0.107561     0.157446
    0.0319897    -0.106641     0.153651
    0.0324356    -0.105693     0.149896
    0.0328877    -0.104726     0.146185
    0.0333462    -0.103736     0.142519
    0.0338110    -0.102728     0.138899
    0.0342823    -0.101702     0.135327
    0.0347602    -0.100660     0.131804
    0.0352447   -0.0996016     0.128332
    0.0357360   -0.0985224     0.124910
    0.0362342   -0.0974413     0.121542
    0.0367392   -0.0963364     0.118228
    0.0372514   -0.0952198     0.114968
    0.0377706   -0.0940895     0.111764
    0.0382971   -0.0929476     0.108615
    0.0388310   -0.0917995     0.105524
    0.0393723   -0.0906340     0.102490
    0.0399211   -0.0894614    0.0995144
    0.0404776   -0.0882778    0.0965966
    0.0410418   -0.0870879    0.0937374
    0.0416139   -0.0858904    0.0909370
    0.0421940   -0.0846818    0.0881953
    0.0427821   -0.0834703    0.0855127
    0.0433785   -0.0822721    0.0828888
    0.0439832   -0.0810493    0.0803236
    0.0445963   -0.0798261    0.0778169
    0.0452179   -0.0786048    0.0753685
    0.0458482   -0.0773802    0.0729781
    0.0464873   -0.0761537    0.0706453
    0.0471354   -0.0749307    0.0683695
    0.0477924   -0.0737088    0.0661506
    0.0484586   -0.0724862    0.0639877
    0.0491341   -0.0712680    0.0618803
    0.0498190   -0.0700519    0.0598279
    0.0505134   -0.0688486    0.0578298
    0.0512175   -0.0676446    0.0558852
    0.0519315   -0.0664448    0.0539934
    0.0526554   -0.0652519    0.0521537
    0.0533894   -0.0640662    0.0503653
    0.0541336   -0.0628898    0.0486273
    0.0548882   -0.0617205    0.0469390
    0.0556533   -0.0605610    0.0452994
    0.0564291   -0.0594099    0.0437077
    0.0572157   -0.0582688    0.0421630
    0.0580132   -0.0571382    0.0406644
    0.0588219   -0.0560181    0.0392110
    0.0596418   -0.0549105    0.0378017
    0.0604732   -0.0538152    0.0364359
    0.0613162   -0.0527290    0.0351124
    0.0621709   -0.0516556    0.0338304
    0.0630375   -0.0505942    0.0325888
    0.0639162   -0.0495463    0.0313869
    0.0648072   -0.0485115    0.0302237
    0.0657106   -0.0474900    0.0290981
    0.0666265   -0.0464819    0.0280093
    0.0675553   -0.0455060    0.0269564
    0.0684970   -0.0445261    0.0259384
    0.0694518   -0.0435601    0.0249546
    0.0704199   -0.0426084    0.0240039
    0.0714015   -0.0416708    0.0230854
    0.0723968   -0.0407479    0.0221983
    0.0734060   -0.0398397    0.0213418
    0.0744292   -0.0389463    0.0205149
    0.0754667   -0.0380674    0.0197169
    0.0765187   -0.0372033    0.0189469
    0.0775853   -0.0363549    0.0182041
    0.0786668   -0.0355206    0.0174877
    0.0797634   -0.0347006    0.0167969
    0.0808753   -0.0338957    0.0161309
    0.0820026   -0.0331024    0.0154890
    0.0831457   -0.0323218    0.0148705
    0.0843047   -0.0315544    0.0142746
    0.0854798   -0.0307997    0.0137006
    0.0866714   -0.0300578    0.0131478
    0.0878795   -0.0293284    0.0126156
    0.0891045   -0.0286205    0.0121032
    0.0903466   -0.0279305    0.0116100
    0.0916060   -0.0272542    0.0111355
    0.0928829   -0.0265919    0.0106789
    0.0941777   -0.0259428    0.0102397
    0.0954905   -0.0253074   0.00981733
    0.0968215   -0.0246850   0.00941116
    0.0981712   -0.0240760   0.00902065
    0.0995396   -0.0234801   0.00864527
     0.100927   -0.0228971   0.00828450
     0.102334   -0.0223268   0.00793784
     0.103760   -0.0217689   0.00760476
     0.105207   -0.0212237   0.00728479
     0.106673   -0.0206906   0.00697749
     0.108160   -0.0201695   0.00668238
     0.109668   -0.0196600   0.00639903
     0.111197   -0.0191621   0.00612701
     0.112747   -0.0186760   0.00586591
     0.114318   -0.0182012   0.00561532
     0.115912   -0.0177339   0.00537485
     0.117528   -0.0172739   0.00514415
     0.119166   -0.0168206   0.00492283
     0.120827   -0.0163833   0.00471054
     0.122511   -0.0159627   0.00450696
     0.124219   -0.0155520   0.00431173
     0.125951   -0.0151528   0.00412455
     0.127706   -0.0147643   0.00394511
     0.129486   -0.0143855   0.00377312
     0.131291   -0.0140164   0.00360827
     0.133122   -0.0136568   0.00345031
     0.134977   -0.0133064   0.00329895
     0.136859   -0.0129651   0.00315394
     0.138766   -0.0126328   0.00301503
     0.140701   -0.0123062   0.00288198
     0.142662   -0.0119726   0.00275456
     0.144651   -0.0116375   0.00263255
     0.146667   -0.0113393   0.00251572
     0.148712   -0.0110488   0.00240387
     0.150785   -0.0107658   0.00229680
     0.152886   -0.0104898   0.00219431
     0.155017   -0.0102239   0.00209623
     0.157178  -0.00996581   0.00200237
     0.159369  -0.00971490   0.00191256
     0.161591  -0.00947052   0.00182663
     0.163843  -0.00920791   0.00174442
     0.166127  -0.00895223   0.00166579
     0.168443  -0.00872985   0.00159058
     0.170791  -0.00851358   0.00151865
     0.173172  -0.00830320   0.00144987
     0.175586  -0.00809847   0.00138410
     0.178033  -0.00790035   0.00132121
     0.180515  -0.00770648   0.00126110
     0.183031  -0.00749235   0.00120363
     0.185583  -0.00730948   0.00114870
     0.188169  -0.00677973   0.00109620
     0.190792  -0.00659969   0.00104602
     0.193452  -0.00642387  0.000998080
     0.196149  -0.00625173  0.000952270
     0.198883  -0.00604453  0.000908500
     0.201655  -0.00586491  0.000866687
     0.204466  -0.00571441  0.000826743
     0.207316  -0.00556378  0.000788588
     0.210206  -0.00540267  0.000752147
     0.213136  -0.00525433  0.000717344
     0.216107  -0.00510513  0.000684109
     0.219120  -0.00496022  0.000652373
     0.222174  -0.00482709  0.000622071
     0.225271  -0.00468035  0.000593140
     0.228411  -0.00455609  0.000565521
     0.231595  -0.00443093  0.000539155
     0.234823  -0.00429187  0.000513989
     0.238097  -0.00417789  0.000489968
     0.241416  -0.00406438  0.000467043
     0.244781  -0.00392599  0.000445164
     0.248193  -0.00381913  0.000424287
     0.251653  -0.00372122  0.000404365
     0.255161  -0.00343338  0.000385358
     0.258717  -0.00330783  0.000367223
     0.262324  -0.00319541  0.000349922
     0.265980  -0.00307687  0.000333418
     0.269688  -0.00297059  0.000317675
     0.273447  -0.00284227  0.000302659
     0.277259  -0.00272128  0.000288337
     0.281124  -0.00257583  0.000274679
     0.285043  -0.00242567  0.000261653
     0.289016  -0.00207544  0.000249233
     0.293045  -0.00186663  0.000902784
     0.297130  -0.00229041  0.000863822
     0.301271  -0.00228007  0.000826393
     0.305471  -0.00229601  0.000790447
     0.309729  -0.00229766  0.000755936
     0.314047  -0.00227001  0.000722808
     0.318424  -0.00227207  0.000691019
     0.322863  -0.00222072  0.000660520
     0.327363  -0.00218262  0.000631267
     0.331927  -0.00215497  0.000603215
     0.336554  -0.00211645  0.000576322
     0.341245  -0.00206976  0.000550545
     0.346002  -0.00204624  0.000525841
     0.350825  -0.00199188  0.000502175
     0.355715  -0.00194892  0.000479505
     0.360674  -0.00191897  0.000457794
     0.365701  -0.00187445  0.000437006
     0.370799  -0.00183374  0.000417106
     0.375967  -0.00178960  0.000398059
     0.381208  -0.00175831  0.000379832
     0.386522  -0.00161695  0.000362393
     0.391910  -0.00157414  0.000345711
     0.397373  -0.00153428  0.000329756
     0.402912  -0.00149179  0.000314500
     0.408529  -0.00145327  0.000299912
     0.414223  -0.00141188  0.000285968
     0.419997  -0.00137555  0.000272641
     0.425852  -0.00133442  0.000259905
     0.431788  -0.00129668  0.000247736
     0.437807  -0.00125789  0.000236110
     0.443910  -0.00121967  0.000225006
     0.450098  -0.00118556  0.000214401
     0.456372  -0.00114537  0.000204274
     0.462733  -0.00110737  0.000194606
     0.469184  -0.00107262  0.000185375
     0.475723  -0.00103435  0.000176566
     0.482355 -0.000994886  0.000168157
     0.489079 -0.000958536  0.000160134
     0.495896 -0.000875207  0.000152479
     0.502809 -0.000831078  0.000145176
     0.509818 -0.000780070  0.000138210
     0.516924 -0.000721410  0.000131566
     0.524130 -0.000641155  0.000125230
     0.531436 -0.000472506  0.000119188
     0.538844 -0.000372552  0.000559928
     0.546355 -0.000628819  0.000480333
     0.553971 -0.000674132  0.000459696
     0.561693 -0.000697634  0.000439849
     0.569523 -0.000712013  0.000420769
     0.577461 -0.000720860  0.000402433
     0.585511 -0.000722411  0.000384817
     0.593673 -0.000723162  0.000367898
     0.601948 -0.000718767  0.000351655
     0.610339 -0.000714003  0.000336064
     0.618847 -0.000708050  0.000321105
     0.627473 -0.000699288  0.000306756
     0.636220 -0.000691983  0.000292995
     0.645088 -0.000682427  0.000279802
     0.654081 -0.000672029  0.000267157
     0.663198 -0.000662439  0.000255041
     0.672443 -0.000651559  0.000243435
     0.681816 -0.000640378  0.000232319
     0.691321 -0.000630163  0.000221676
     0.700957 -0.000674781  0.000211488
     0.710728 -0.000656367  0.000201737
     0.720635 -0.000638457  0.000192407
     0.730680 -0.000621035  0.000183483
     0.740866 -0.000604088  0.000174946
     0.751193 -0.000587604  0.000166784
